image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity,target_class_b,threshold_n
0000024_00000_d_0000012,co_presence,Are there both motor and bicycle objects in this area?,no,motor,4,normal,0.65,5.0,poor,0.080242,0.666667,0.095238,21.0,,bicycle,
0000024_00000_d_0000012,threshold,Are there at least 7 motor objects in this area?,no,motor,4,normal,0.65,5.0,poor,0.080242,0.666667,0.095238,21.0,,,7
0000024_00500_d_0000013,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,3,normal,0.65,5.0,poor,0.191691,1.1,0.0,10.0,,pedestrian,
0000024_00500_d_0000013,threshold,Are there at least 3 motor objects in this area?,yes,motor,3,normal,0.65,5.0,poor,0.191691,1.1,0.0,10.0,,,3
0000024_01000_d_0000014,co_presence,Are there both awning-tricycle and people objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.032976,0.666667,0.0,12.0,,people,
0000024_01000_d_0000014,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.032976,0.666667,0.0,12.0,,,4
0000024_01543_d_0000015,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,1,normal,0.65,5.0,poor,0.167917,1.25,0.0,8.0,,pedestrian,
0000024_01543_d_0000015,threshold,Are there at least 1 motor objects in this area?,yes,motor,1,normal,0.65,5.0,poor,0.167917,1.25,0.0,8.0,,,1
0000026_00000_d_0000024,co_presence,Are there both car and people objects in this area?,no,car,6,normal,0.65,5.0,good,0.839785,0.5,0.125,8.0,,people,
0000026_00000_d_0000024,threshold,Are there at least 9 car objects in this area?,no,car,6,normal,0.65,5.0,good,0.839785,0.5,0.125,8.0,,,9
0000026_00500_d_0000025,co_presence,Are there both car and pedestrian objects in this area?,yes,car,10,critical,0.82,3.0,good,0.696725,0.4,0.133333,15.0,,pedestrian,
0000026_00500_d_0000025,threshold,Are there at least 10 car objects in this area?,yes,car,10,critical,0.82,3.0,good,0.696725,0.4,0.133333,15.0,,,10
0000026_01000_d_0000026,co_presence,Are there both car and people objects in this area?,no,car,15,critical,0.82,3.0,medium,0.515185,0.08,0.2,25.0,,people,
0000026_01000_d_0000026,threshold,Are there at least 18 car objects in this area?,no,car,15,critical,0.82,3.0,medium,0.515185,0.08,0.2,25.0,,,18
0000026_01500_d_0000027,co_presence,Are there both car and pedestrian objects in this area?,yes,car,9,normal,0.65,5.0,good,0.803362,0.2,0.3,10.0,,pedestrian,
0000026_01500_d_0000027,threshold,Are there at least 9 car objects in this area?,yes,car,9,normal,0.65,5.0,good,0.803362,0.2,0.3,10.0,,,9
0000026_02000_d_0000028,co_presence,Are there both car and pedestrian objects in this area?,no,car,9,normal,0.65,5.0,good,0.814942,0.222222,0.333333,9.0,,pedestrian,
0000026_02000_d_0000028,threshold,Are there at least 12 car objects in this area?,no,car,9,normal,0.65,5.0,good,0.814942,0.222222,0.333333,9.0,,,12
0000026_02500_d_0000029,co_presence,Are there both car and pedestrian objects in this area?,yes,car,2,normal,0.65,5.0,medium,0.409574,0.352941,0.235294,17.0,,pedestrian,
0000026_02500_d_0000029,threshold,Are there at least 2 car objects in this area?,yes,car,2,normal,0.65,5.0,medium,0.409574,0.352941,0.235294,17.0,,,2
0000026_03000_d_0000030,co_presence,Are there both car and pedestrian objects in this area?,no,car,11,critical,0.82,3.0,good,0.780577,0.307692,0.0,13.0,,pedestrian,
0000026_03000_d_0000030,threshold,Are there at least 14 car objects in this area?,no,car,11,critical,0.82,3.0,good,0.780577,0.307692,0.0,13.0,,,14
0000026_03500_d_0000031,co_presence,Are there both car and motor objects in this area?,yes,car,18,critical,0.82,3.0,medium,0.496603,0.434783,0.26087,23.0,,motor,
0000026_03500_d_0000031,threshold,Are there at least 18 car objects in this area?,yes,car,18,critical,0.82,3.0,medium,0.496603,0.434783,0.26087,23.0,,,18
0000026_04000_d_0000032,co_presence,Are there both car and pedestrian objects in this area?,no,car,12,critical,0.82,3.0,good,0.710357,0.142857,0.357143,14.0,,pedestrian,
0000026_04000_d_0000032,threshold,Are there at least 15 car objects in this area?,no,car,12,critical,0.82,3.0,good,0.710357,0.142857,0.357143,14.0,,,15
0000026_04500_d_0000033,co_presence,Are there both car and motor objects in this area?,yes,car,35,critical,0.82,3.0,poor,0.131262,1.042553,0.170213,47.0,,motor,
0000026_04500_d_0000033,threshold,Are there at least 35 car objects in this area?,yes,car,35,critical,0.82,3.0,poor,0.131262,1.042553,0.170213,47.0,,,35
0000026_04978_d_0000034,co_presence,Are there both car and bicycle objects in this area?,no,car,26,critical,0.82,3.0,poor,0.14696,0.933333,0.088889,45.0,,bicycle,
0000026_04978_d_0000034,threshold,Are there at least 29 car objects in this area?,no,car,26,critical,0.82,3.0,poor,0.14696,0.933333,0.088889,45.0,,,29
0000055_00000_d_0000109,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,13,critical,0.82,3.0,poor,0.072718,0.782178,0.039604,101.0,,pedestrian,
0000055_00000_d_0000109,threshold,Are there at least 13 motor objects in this area?,yes,motor,13,critical,0.82,3.0,poor,0.072718,0.782178,0.039604,101.0,,,13
0000055_00714_d_0000110,co_presence,Are there both motor and bicycle objects in this area?,no,motor,13,critical,0.82,3.0,poor,0.079719,0.8,0.047059,85.0,,bicycle,
0000055_00714_d_0000110,threshold,Are there at least 16 motor objects in this area?,no,motor,13,critical,0.82,3.0,poor,0.079719,0.8,0.047059,85.0,,,16
0000069_00001_d_0000001,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,5,normal,0.65,5.0,poor,0.243505,0.382353,0.0,34.0,,pedestrian,
0000069_00001_d_0000001,threshold,Are there at least 5 motor objects in this area?,yes,motor,5,normal,0.65,5.0,poor,0.243505,0.382353,0.0,34.0,,,5
0000069_00483_d_0000002,co_presence,Are there both pedestrian and bicycle objects in this area?,no,pedestrian,23,critical,0.82,3.0,poor,0.224279,0.407407,0.0,27.0,,bicycle,
0000069_00483_d_0000002,threshold,Are there at least 26 pedestrian objects in this area?,no,pedestrian,23,critical,0.82,3.0,poor,0.224279,0.407407,0.0,27.0,,,26
0000069_00713_d_0000003,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,4,normal,0.65,5.0,poor,0.225845,0.285714,0.163265,49.0,,pedestrian,
0000069_00713_d_0000003,threshold,Are there at least 4 motor objects in this area?,yes,motor,4,normal,0.65,5.0,poor,0.225845,0.285714,0.163265,49.0,,,4
0000069_01109_d_0000004,co_presence,Are there both motor and bicycle objects in this area?,no,motor,2,normal,0.65,5.0,poor,0.116705,0.516129,0.0,31.0,,bicycle,
0000069_01109_d_0000004,threshold,Are there at least 5 motor objects in this area?,no,motor,2,normal,0.65,5.0,poor,0.116705,0.516129,0.0,31.0,,,5
0000069_01878_d_0000005,co_presence,Are there both pedestrian and people objects in this area?,yes,pedestrian,30,critical,0.82,3.0,poor,0.22798,0.166667,0.305556,36.0,,people,
0000069_01878_d_0000005,threshold,Are there at least 30 pedestrian objects in this area?,yes,pedestrian,30,critical,0.82,3.0,poor,0.22798,0.166667,0.305556,36.0,,,30
0000069_02163_d_0000006,co_presence,Are there both car and bicycle objects in this area?,no,car,6,normal,0.65,5.0,poor,0.159519,0.734694,0.244898,49.0,,bicycle,
0000069_02163_d_0000006,threshold,Are there at least 9 car objects in this area?,no,car,6,normal,0.65,5.0,poor,0.159519,0.734694,0.244898,49.0,,,9
0000069_02480_d_0000007,co_presence,Are there both car and motor objects in this area?,yes,car,18,critical,0.82,3.0,poor,0.103804,1.0,0.0625,64.0,,motor,
0000069_02480_d_0000007,threshold,Are there at least 18 car objects in this area?,yes,car,18,critical,0.82,3.0,poor,0.103804,1.0,0.0625,64.0,,,18
0000072_02834_d_0000003,co_presence,Are there both car and bicycle objects in this area?,no,car,1,normal,0.65,5.0,poor,0.126718,0.30137,0.027397,73.0,,bicycle,
0000072_02834_d_0000003,threshold,Are there at least 4 car objects in this area?,no,car,1,normal,0.65,5.0,poor,0.126718,0.30137,0.027397,73.0,,,4
0000076_02142_d_0000009,co_presence,Are there both pedestrian and people objects in this area?,yes,pedestrian,3,normal,0.65,5.0,good,0.808994,0.181818,0.0,11.0,,people,
0000076_02142_d_0000009,threshold,Are there at least 3 pedestrian objects in this area?,yes,pedestrian,3,normal,0.65,5.0,good,0.808994,0.181818,0.0,11.0,,,3
0000081_00000_d_0000001,co_presence,Are there both pedestrian and bicycle objects in this area?,no,pedestrian,65,critical,0.82,3.0,poor,0.03399,0.77907,0.011628,86.0,,bicycle,
0000081_00000_d_0000001,threshold,Are there at least 68 pedestrian objects in this area?,no,pedestrian,65,critical,0.82,3.0,poor,0.03399,0.77907,0.011628,86.0,,,68
0000086_00000_d_0000001,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,2,normal,0.65,5.0,poor,0.080461,0.189189,0.054054,37.0,,pedestrian,
0000086_00000_d_0000001,threshold,Are there at least 2 motor objects in this area?,yes,motor,2,normal,0.65,5.0,poor,0.080461,0.189189,0.054054,37.0,,,2
0000086_00592_d_0000002,co_presence,Are there both motor and bicycle objects in this area?,no,motor,1,normal,0.65,5.0,poor,0.061294,0.492308,0.0,65.0,,bicycle,
0000086_00592_d_0000002,threshold,Are there at least 4 motor objects in this area?,no,motor,1,normal,0.65,5.0,poor,0.061294,0.492308,0.0,65.0,,,4
0000086_01084_d_0000003,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,1,normal,0.65,5.0,poor,0.027901,0.684932,0.013699,146.0,,pedestrian,
0000086_01084_d_0000003,threshold,Are there at least 1 motor objects in this area?,yes,motor,1,normal,0.65,5.0,poor,0.027901,0.684932,0.013699,146.0,,,1
0000086_01443_d_0000004,co_presence,Are there both motor and bicycle objects in this area?,no,motor,3,normal,0.65,5.0,poor,0.034028,0.570093,0.0,107.0,,bicycle,
0000086_01443_d_0000004,threshold,Are there at least 6 motor objects in this area?,no,motor,3,normal,0.65,5.0,poor,0.034028,0.570093,0.0,107.0,,,6
0000086_01954_d_0000005,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,5,normal,0.65,5.0,poor,0.021012,0.716763,0.011561,173.0,,pedestrian,
0000086_01954_d_0000005,threshold,Are there at least 5 motor objects in this area?,yes,motor,5,normal,0.65,5.0,poor,0.021012,0.716763,0.011561,173.0,,,5
0000103_00180_d_0000026,co_presence,Are there both pedestrian and people objects in this area?,no,pedestrian,1,normal,0.65,5.0,good,1.0,0.0,0.0,1.0,,people,
0000103_00180_d_0000026,threshold,Are there at least 4 pedestrian objects in this area?,no,pedestrian,1,normal,0.65,5.0,good,1.0,0.0,0.0,1.0,,,4
0000103_00502_d_0000027,co_presence,Are there both car and pedestrian objects in this area?,yes,car,1,normal,0.65,5.0,good,0.941667,0.333333,0.0,3.0,,pedestrian,
0000103_00502_d_0000027,threshold,Are there at least 1 car objects in this area?,yes,car,1,normal,0.65,5.0,good,0.941667,0.333333,0.0,3.0,,,1
0000103_01734_d_0000028,co_presence,Are there both car and people objects in this area?,no,car,3,normal,0.65,5.0,good,0.836719,0.25,0.5,4.0,,people,
0000103_01734_d_0000028,threshold,Are there at least 6 car objects in this area?,no,car,3,normal,0.65,5.0,good,0.836719,0.25,0.5,4.0,,,6
0000103_02544_d_0000029,co_presence,Are there both motor and pedestrian objects in this area?,yes,motor,7,normal,0.65,5.0,good,0.67,0.928571,0.0,14.0,,pedestrian,
0000103_02544_d_0000029,threshold,Are there at least 7 motor objects in this area?,yes,motor,7,normal,0.65,5.0,good,0.67,0.928571,0.0,14.0,,,7
0000103_02964_d_0000030,co_presence,Are there both car and bicycle objects in this area?,no,car,1,normal,0.65,5.0,good,0.701381,0.9,0.3,10.0,,bicycle,
0000103_02964_d_0000030,threshold,Are there at least 4 car objects in this area?,no,car,1,normal,0.65,5.0,good,0.701381,0.9,0.3,10.0,,,4
0000103_03349_d_0000031,co_presence,Are there both car and pedestrian objects in this area?,yes,car,2,normal,0.65,5.0,good,0.836719,0.25,0.5,4.0,,pedestrian,
0000103_03349_d_0000031,threshold,Are there at least 2 car objects in this area?,yes,car,2,normal,0.65,5.0,good,0.836719,0.25,0.5,4.0,,,2
0000103_03738_d_0000032,co_presence,Are there both pedestrian and people objects in this area?,no,pedestrian,2,normal,0.65,5.0,good,0.916667,0.0,0.333333,3.0,,people,
0000103_03738_d_0000032,threshold,Are there at least 5 pedestrian objects in this area?,no,pedestrian,2,normal,0.65,5.0,good,0.916667,0.0,0.333333,3.0,,,5
0000103_04122_d_0000033,co_presence,Are there both pedestrian and people objects in this area?,yes,pedestrian,3,normal,0.65,5.0,medium,0.472404,0.75,0.0,4.0,,people,
0000103_04122_d_0000033,threshold,Are there at least 3 pedestrian objects in this area?,yes,pedestrian,3,normal,0.65,5.0,medium,0.472404,0.75,0.0,4.0,,,3
0000103_04513_d_0000034,co_presence,Are there both car and people objects in this area?,no,car,1,normal,0.65,5.0,good,1.0,0.0,0.0,2.0,,people,
0000103_04513_d_0000034,threshold,Are there at least 4 car objects in this area?,no,car,1,normal,0.65,5.0,good,1.0,0.0,0.0,2.0,,,4
0000103_04948_d_0000035,co_presence,Are there both car and pedestrian objects in this area?,no,car,1,normal,0.65,5.0,good,0.75,0.0,1.0,1.0,,pedestrian,
0000103_04948_d_0000035,threshold,Are there at least 1 car objects in this area?,yes,car,1,normal,0.65,5.0,good,0.75,0.0,1.0,1.0,,,1
0000115_00315_d_0000080,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.026545,1.098361,0.04918,61.0,,bicycle,
0000115_00315_d_0000080,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.026545,1.098361,0.04918,61.0,,,4
0000115_00796_d_0000081,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.041773,0.525641,0.012821,78.0,,car,
0000115_00796_d_0000081,threshold,Are there at least 3 awning-tricycle objects in this area?,yes,awning-tricycle,3,normal,0.65,5.0,poor,0.041773,0.525641,0.012821,78.0,,,3
0000115_01031_d_0000082,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.048561,0.650794,0.0,63.0,,bicycle,
0000115_01031_d_0000082,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.048561,0.650794,0.0,63.0,,,4
0000116_00351_d_0000083,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,5,normal,0.65,5.0,poor,0.037627,0.837838,0.054054,74.0,,car,
0000116_00351_d_0000083,threshold,Are there at least 5 awning-tricycle objects in this area?,yes,awning-tricycle,5,normal,0.65,5.0,poor,0.037627,0.837838,0.054054,74.0,,,5
0000116_00819_d_0000084,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.069431,0.444444,0.055556,36.0,,bicycle,
0000116_00819_d_0000084,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.069431,0.444444,0.055556,36.0,,,4
0000116_01059_d_0000085,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.034927,1.0,0.028571,70.0,,car,
0000116_01059_d_0000085,threshold,Are there at least 1 awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.034927,1.0,0.028571,70.0,,,1
0000116_01338_d_0000086,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.05922,0.851852,0.0,54.0,,bicycle,
0000116_01338_d_0000086,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.05922,0.851852,0.0,54.0,,,4
0000117_00112_d_0000087,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.071218,0.472868,0.023256,129.0,,car,
0000117_00112_d_0000087,threshold,Are there at least 1 awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.071218,0.472868,0.023256,129.0,,,1
0000117_01326_d_0000088,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.119122,0.241935,0.032258,62.0,,bicycle,
0000117_01326_d_0000088,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.119122,0.241935,0.032258,62.0,,,4
0000117_01731_d_0000089,co_presence,Are there both car and motor objects in this area?,yes,car,16,critical,0.82,3.0,poor,0.190732,0.255319,0.042553,47.0,,motor,
0000117_01731_d_0000089,threshold,Are there at least 16 car objects in this area?,yes,car,16,critical,0.82,3.0,poor,0.190732,0.255319,0.042553,47.0,,,16
0000117_02708_d_0000090,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.082025,0.33,0.0,100.0,,bicycle,
0000117_02708_d_0000090,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.082025,0.33,0.0,100.0,,,4
0000117_03096_d_0000091,co_presence,Are there both car and motor objects in this area?,yes,car,9,normal,0.65,5.0,poor,0.24858,0.625,0.0,24.0,,motor,
0000117_03096_d_0000091,threshold,Are there at least 9 car objects in this area?,yes,car,9,normal,0.65,5.0,poor,0.24858,0.625,0.0,24.0,,,9
0000129_02411_d_0000138,co_presence,Are there both car and bicycle objects in this area?,no,car,90,critical,0.82,3.0,poor,0.103419,0.290323,0.037634,186.0,,bicycle,
0000129_02411_d_0000138,threshold,Are there at least 93 car objects in this area?,no,car,90,critical,0.82,3.0,poor,0.103419,0.290323,0.037634,186.0,,,93
0000153_00001_d_0000001,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.047783,0.618182,0.0,55.0,,car,
0000153_00001_d_0000001,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.047783,0.618182,0.0,55.0,,,2
0000153_00401_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,7,normal,0.65,5.0,poor,0.088206,0.186441,0.050847,59.0,,bicycle,
0000153_00401_d_0000001,threshold,Are there at least 10 awning-tricycle objects in this area?,no,awning-tricycle,7,normal,0.65,5.0,poor,0.088206,0.186441,0.050847,59.0,,,10
0000153_00801_d_0000001,co_presence,Are there both bus and car objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.034374,1.204082,0.0,49.0,,car,
0000153_00801_d_0000001,threshold,Are there at least 1 bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.034374,1.204082,0.0,49.0,,,1
0000153_01201_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.014709,0.830508,0.0,59.0,,bicycle,
0000153_01201_d_0000001,threshold,Are there at least 5 awning-tricycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.014709,0.830508,0.0,59.0,,,5
0000153_01601_d_0000001,co_presence,Are there both bus and car objects in this area?,yes,bus,2,normal,0.65,5.0,poor,0.034664,0.920635,0.063492,63.0,,car,
0000153_01601_d_0000001,threshold,Are there at least 2 bus objects in this area?,yes,bus,2,normal,0.65,5.0,poor,0.034664,0.920635,0.063492,63.0,,,2
0000153_01801_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.018093,0.836364,0.0,55.0,,bicycle,
0000153_01801_d_0000001,threshold,Are there at least 4 awning-tricycle objects in this area?,no,awning-tricycle,1,normal,0.65,5.0,poor,0.018093,0.836364,0.0,55.0,,,4
0000154_00001_d_0000001,co_presence,Are there both car and motor objects in this area?,yes,car,8,normal,0.65,5.0,poor,0.027429,1.411765,0.0,51.0,,motor,
0000154_00001_d_0000001,threshold,Are there at least 8 car objects in this area?,yes,car,8,normal,0.65,5.0,poor,0.027429,1.411765,0.0,51.0,,,8
0000154_00401_d_0000001,co_presence,Are there both awning-tricycle and bicycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.029334,0.868852,0.016393,61.0,,bicycle,
0000154_00401_d_0000001,threshold,Are there at least 5 awning-tricycle objects in this area?,no,awning-tricycle,2,normal,0.65,5.0,poor,0.029334,0.868852,0.016393,61.0,,,5
0000154_00801_d_0000001,co_presence,Are there both awning-tricycle and car objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.026371,0.805556,0.055556,72.0,,car,
0000154_00801_d_0000001,threshold,Are there at least 2 awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,poor,0.026371,0.805556,0.055556,72.0,,,2
