image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity
00019,presence,Are there truck objects in this area?,yes,truck,3,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,positive
00019,presence,Are there car objects in this area?,no,car,0,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,negative
00019,counting,How many truck objects are in this area?,3,truck,3,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,
00022,presence,Are there car objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,positive
00022,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,negative
00022,counting,How many car objects are in this area?,7,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,
00022,counting,How many truck objects are in this area?,1,truck,1,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,
00025,presence,Are there car objects in this area?,yes,car,11,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,positive
00025,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,negative
00025,counting,How many car objects are in this area?,11,car,11,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,
00025,counting,How many truck objects are in this area?,2,truck,2,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,
00028,presence,Are there car objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,positive
00028,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,negative
00028,counting,How many car objects are in this area?,8,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,
00031,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,positive
00031,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,negative
00031,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,
00031,counting,How many truck objects are in this area?,2,truck,2,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,
00034,presence,Are there car objects in this area?,yes,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,positive
00034,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,15.0,negative
00034,counting,How many car objects are in this area?,15,car,15,critical,0.82,3.0,medium,0.0,0.0,0.0,15.0,
00037,presence,Are there car objects in this area?,yes,car,19,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,positive
00037,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,20.0,negative
00037,counting,How many car objects are in this area?,19,car,19,normal,0.65,5.0,medium,0.0,0.0,0.0,20.0,
00037,counting,How many truck objects are in this area?,1,truck,1,critical,0.82,3.0,medium,0.0,0.0,0.0,20.0,
00040,presence,Are there car objects in this area?,yes,car,11,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,positive
00040,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,negative
00040,counting,How many car objects are in this area?,11,car,11,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,
00040,counting,How many truck objects are in this area?,1,truck,1,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,
00043,presence,Are there truck objects in this area?,yes,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,positive
00043,presence,Are there car objects in this area?,no,car,0,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,negative
00043,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,
00046,presence,Are there car objects in this area?,yes,car,2,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,positive
00046,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,negative
00046,counting,How many car objects are in this area?,2,car,2,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,
00046,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,
00049,presence,Are there car objects in this area?,yes,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,positive
00049,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,negative
00049,counting,How many car objects are in this area?,1,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,
00052,presence,Are there car objects in this area?,yes,car,1,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,positive
00052,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,negative
00052,counting,How many car objects are in this area?,1,car,1,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,
00055,presence,Are there truck objects in this area?,yes,truck,4,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,positive
00055,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,negative
00055,counting,How many truck objects are in this area?,4,truck,4,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,
00055,counting,How many car objects are in this area?,1,car,1,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,
00058,presence,Are there car objects in this area?,yes,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,positive
00058,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,negative
00058,counting,How many car objects are in this area?,4,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,
00061,presence,Are there car objects in this area?,yes,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,positive
00061,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,negative
00061,counting,How many car objects are in this area?,2,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,
00064,presence,Are there car objects in this area?,yes,car,7,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,positive
00064,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,negative
00064,counting,How many car objects are in this area?,7,car,7,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,
00067,presence,Are there car objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,positive
00067,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,negative
00067,counting,How many car objects are in this area?,8,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,
00070,presence,Are there car objects in this area?,yes,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,positive
00070,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,negative
00070,counting,How many car objects are in this area?,5,car,5,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,
00073,presence,Are there car objects in this area?,yes,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,positive
00073,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,5.0,negative
00073,counting,How many car objects are in this area?,5,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,5.0,
00076,presence,Are there car objects in this area?,yes,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,positive
00076,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,negative
00076,counting,How many car objects are in this area?,1,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,
00079,presence,Are there car objects in this area?,yes,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,positive
00079,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,negative
00079,counting,How many car objects are in this area?,2,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,
00082,presence,Are there car objects in this area?,yes,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,positive
00082,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,1.0,negative
00082,counting,How many car objects are in this area?,1,car,1,critical,0.82,3.0,medium,0.0,0.0,0.0,1.0,
00085,presence,Are there car objects in this area?,yes,car,40,normal,0.65,5.0,medium,0.0,0.0,0.0,41.0,positive
00085,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,41.0,negative
00085,counting,How many car objects are in this area?,40,car,40,normal,0.65,5.0,medium,0.0,0.0,0.0,41.0,
00085,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,41.0,
00088,presence,Are there car objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,positive
00088,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,negative
00088,counting,How many car objects are in this area?,7,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00091,presence,Are there car objects in this area?,yes,car,3,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,positive
00091,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,negative
00091,counting,How many car objects are in this area?,3,car,3,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,
00094,presence,Are there car objects in this area?,yes,car,33,normal,0.65,5.0,medium,0.0,0.0,0.0,36.0,positive
00094,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,36.0,negative
00094,counting,How many car objects are in this area?,33,car,33,normal,0.65,5.0,medium,0.0,0.0,0.0,36.0,
00094,counting,How many truck objects are in this area?,2,truck,2,critical,0.82,3.0,medium,0.0,0.0,0.0,36.0,
00097,presence,Are there car objects in this area?,yes,car,21,normal,0.65,5.0,medium,0.0,0.0,0.0,21.0,positive
00097,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,21.0,negative
00097,counting,How many car objects are in this area?,21,car,21,normal,0.65,5.0,medium,0.0,0.0,0.0,21.0,
00100,presence,Are there car objects in this area?,yes,car,17,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,positive
00100,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,17.0,negative
00100,counting,How many car objects are in this area?,17,car,17,critical,0.82,3.0,medium,0.0,0.0,0.0,17.0,
00103,presence,Are there car objects in this area?,yes,car,18,normal,0.65,5.0,medium,0.0,0.0,0.0,18.0,positive
00103,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,18.0,negative
00103,counting,How many car objects are in this area?,18,car,18,normal,0.65,5.0,medium,0.0,0.0,0.0,18.0,
00106,presence,Are there car objects in this area?,yes,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,positive
00106,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,negative
00106,counting,How many car objects are in this area?,8,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,
00109,presence,Are there car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,positive
00109,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,negative
00109,counting,How many car objects are in this area?,6,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,8.0,
00109,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,8.0,
00112,presence,Are there car objects in this area?,yes,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,positive
00112,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,negative
00112,counting,How many car objects are in this area?,10,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,
00112,counting,How many truck objects are in this area?,3,truck,3,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,
00115,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,positive
00115,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,negative
00115,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,
00118,presence,Are there car objects in this area?,yes,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,positive
00118,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,negative
00118,counting,How many car objects are in this area?,9,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,
00121,presence,Are there car objects in this area?,yes,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,positive
00121,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,negative
00121,counting,How many car objects are in this area?,2,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,
00124,presence,Are there car objects in this area?,yes,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,positive
00124,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,negative
00124,counting,How many car objects are in this area?,8,car,8,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,
00124,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,
00127,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,positive
00127,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,negative
00127,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,
00130,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,positive
00130,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,negative
00130,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,
00130,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,
00133,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,positive
00133,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,negative
00133,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,
00136,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,positive
00136,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,negative
00136,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,
00139,presence,Are there car objects in this area?,yes,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,positive
00139,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,negative
00139,counting,How many car objects are in this area?,8,car,8,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,
00139,counting,How many truck objects are in this area?,3,truck,3,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,
00142,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,positive
00142,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,negative
00142,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,
00142,counting,How many truck objects are in this area?,2,truck,2,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,
00145,presence,Are there car objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,positive
00145,presence,Are there van objects in this area?,no,van,0,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,negative
00145,counting,How many car objects are in this area?,4,car,4,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,
00145,counting,How many bus objects are in this area?,1,bus,1,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,
00148,presence,Are there car objects in this area?,yes,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,positive
00148,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,negative
00148,counting,How many car objects are in this area?,5,car,5,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00148,counting,How many bus objects are in this area?,2,bus,2,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,
00151,presence,Are there car objects in this area?,yes,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,positive
00151,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,negative
00151,counting,How many car objects are in this area?,14,car,14,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,
00154,presence,Are there car objects in this area?,yes,car,12,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,positive
00154,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,negative
00154,counting,How many car objects are in this area?,12,car,12,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,
00157,presence,Are there car objects in this area?,yes,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,positive
00157,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,negative
00157,counting,How many car objects are in this area?,7,car,7,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,
00160,presence,Are there car objects in this area?,yes,car,13,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,positive
00160,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,negative
00160,counting,How many car objects are in this area?,13,car,13,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,
00163,presence,Are there car objects in this area?,yes,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,positive
00163,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,negative
00163,counting,How many car objects are in this area?,12,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,
00166,presence,Are there car objects in this area?,yes,car,10,critical,0.82,3.0,medium,0.0,0.0,0.0,10.0,positive
00166,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,10.0,negative
00166,counting,How many car objects are in this area?,10,car,10,critical,0.82,3.0,medium,0.0,0.0,0.0,10.0,
00169,presence,Are there car objects in this area?,yes,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,positive
00169,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,negative
00169,counting,How many car objects are in this area?,6,car,6,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,
00172,presence,Are there car objects in this area?,yes,car,16,critical,0.82,3.0,medium,0.0,0.0,0.0,16.0,positive
00172,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,16.0,negative
00172,counting,How many car objects are in this area?,16,car,16,critical,0.82,3.0,medium,0.0,0.0,0.0,16.0,
00175,presence,Are there car objects in this area?,yes,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,10.0,positive
00175,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,10.0,negative
00175,counting,How many car objects are in this area?,10,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,10.0,
00178,presence,Are there car objects in this area?,yes,car,7,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,positive
00178,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,7.0,negative
00178,counting,How many car objects are in this area?,7,car,7,critical,0.82,3.0,medium,0.0,0.0,0.0,7.0,
00181,presence,Are there car objects in this area?,yes,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,positive
00181,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,2.0,negative
00181,counting,How many car objects are in this area?,2,car,2,normal,0.65,5.0,medium,0.0,0.0,0.0,2.0,
00184,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,positive
00184,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,negative
00184,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,
00187,presence,Are there car objects in this area?,yes,car,28,normal,0.65,5.0,medium,0.0,0.0,0.0,28.0,positive
00187,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,28.0,negative
00187,counting,How many car objects are in this area?,28,car,28,normal,0.65,5.0,medium,0.0,0.0,0.0,28.0,
00190,presence,Are there car objects in this area?,yes,car,25,critical,0.82,3.0,medium,0.0,0.0,0.0,26.0,positive
00190,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,26.0,negative
00190,counting,How many car objects are in this area?,25,car,25,critical,0.82,3.0,medium,0.0,0.0,0.0,26.0,
00190,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,26.0,
00193,presence,Are there car objects in this area?,yes,car,13,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,positive
00193,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,negative
00193,counting,How many car objects are in this area?,13,car,13,critical,0.82,3.0,medium,0.0,0.0,0.0,14.0,
00193,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,14.0,
00196,presence,Are there car objects in this area?,yes,car,13,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,positive
00196,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,13.0,negative
00196,counting,How many car objects are in this area?,13,car,13,critical,0.82,3.0,medium,0.0,0.0,0.0,13.0,
00199,presence,Are there car objects in this area?,yes,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,positive
00199,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,negative
00199,counting,How many car objects are in this area?,10,car,10,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,
00199,counting,How many truck objects are in this area?,2,truck,2,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,
00202,presence,Are there car objects in this area?,yes,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,16.0,positive
00202,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,16.0,negative
00202,counting,How many car objects are in this area?,12,car,12,normal,0.65,5.0,medium,0.0,0.0,0.0,16.0,
00202,counting,How many truck objects are in this area?,4,truck,4,critical,0.82,3.0,medium,0.0,0.0,0.0,16.0,
00205,presence,Are there car objects in this area?,yes,car,9,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,positive
00205,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,9.0,negative
00205,counting,How many car objects are in this area?,9,car,9,normal,0.65,5.0,medium,0.0,0.0,0.0,9.0,
00208,presence,Are there car objects in this area?,yes,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,11.0,positive
00208,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,11.0,negative
00208,counting,How many car objects are in this area?,9,car,9,critical,0.82,3.0,medium,0.0,0.0,0.0,11.0,
00208,counting,How many truck objects are in this area?,2,truck,2,normal,0.65,5.0,medium,0.0,0.0,0.0,11.0,
00211,presence,Are there car objects in this area?,yes,car,11,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,positive
00211,presence,Are there bus objects in this area?,no,bus,0,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,negative
00211,counting,How many car objects are in this area?,11,car,11,critical,0.82,3.0,medium,0.0,0.0,0.0,12.0,
00211,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,medium,0.0,0.0,0.0,12.0,
00214,presence,Are there car objects in this area?,yes,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,positive
00214,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,6.0,negative
00214,counting,How many car objects are in this area?,6,car,6,critical,0.82,3.0,medium,0.0,0.0,0.0,6.0,
00217,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,positive
00217,presence,Are there truck objects in this area?,no,truck,0,critical,0.82,3.0,medium,0.0,0.0,0.0,3.0,negative
00217,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,medium,0.0,0.0,0.0,3.0,
00220,presence,Are there car objects in this area?,yes,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,positive
00220,presence,Are there truck objects in this area?,no,truck,0,normal,0.65,5.0,medium,0.0,0.0,0.0,4.0,negative
00220,counting,How many car objects are in this area?,4,car,4,critical,0.82,3.0,medium,0.0,0.0,0.0,4.0,
00223,presence,Are there car objects in this area?,yes,car,9,normal,0.65,5.0,medium,0.0,0.0,0.0,11.0,positive
00223,presence,Are there bus objects in this area?,no,bus,0,critical,0.82,3.0,medium,0.0,0.0,0.0,11.0,negative
