question_type,service_level,channel_bin,view_quality_bin,freshness_bin,risk_level,expected_accuracy,sample_count,std_or_ci,avg_payload_bytes,avg_payload_kb
presence,1,good,medium,fresh,normal,0.850575,87,0.074914,763.299,0.745409
presence,1,good,medium,stale,critical,1.0,13,0.0,1216.615,1.188101
presence,1,good,medium,stale,normal,0.850575,87,0.074914,763.299,0.745409
presence,1,good,poor,expired,critical,0.935943,281,0.028629,1169.178,1.141775
presence,1,good,poor,expired,normal,0.63992,1508,0.024228,758.259,0.740488
presence,1,good,poor,fresh,critical,0.935943,281,0.028629,1169.178,1.141775
presence,1,good,poor,fresh,normal,0.63992,1508,0.024228,758.259,0.740488
presence,1,good,poor,stale,critical,0.935943,281,0.028629,1169.178,1.141775
presence,1,good,poor,stale,normal,0.63992,1508,0.024228,758.259,0.740488
presence,1,medium,good,expired,critical,1.0,4,0.0,1108.25,1.082275
presence,1,medium,good,expired,normal,0.859375,64,0.08517,753.406,0.735748
presence,1,medium,good,fresh,critical,1.0,4,0.0,1108.25,1.082275
presence,1,medium,good,fresh,normal,0.859375,64,0.08517,753.406,0.735748
presence,1,medium,good,stale,critical,1.0,4,0.0,1108.25,1.082275
presence,1,medium,good,stale,normal,0.859375,64,0.08517,753.406,0.735748
presence,1,medium,medium,expired,critical,1.0,13,0.0,1190.308,1.16241
presence,1,medium,medium,expired,normal,0.862069,87,0.07246,759.299,0.741503
presence,1,medium,medium,fresh,critical,1.0,13,0.0,1190.308,1.16241
presence,1,medium,medium,fresh,normal,0.862069,87,0.07246,759.299,0.741503
presence,1,medium,medium,stale,critical,1.0,13,0.0,1190.308,1.16241
presence,1,medium,medium,stale,normal,0.862069,87,0.07246,759.299,0.741503
presence,1,medium,poor,expired,critical,0.935943,281,0.028629,1159.705,1.132524
presence,1,medium,poor,expired,normal,0.637268,1508,0.024267,753.448,0.735789
presence,1,medium,poor,fresh,critical,0.935943,281,0.028629,1159.705,1.132524
presence,1,medium,poor,fresh,normal,0.637268,1508,0.024267,753.448,0.735789
presence,1,medium,poor,stale,critical,0.935943,281,0.028629,1159.705,1.132524
presence,1,medium,poor,stale,normal,0.637268,1508,0.024267,753.448,0.735789
presence,2,bad,good,expired,critical,1.0,4,0.0,30988.25,30.261963
presence,2,bad,good,expired,normal,0.875,64,0.081026,31790.797,31.0457
presence,2,bad,good,fresh,critical,1.0,4,0.0,30988.25,30.261963
presence,2,bad,good,fresh,normal,0.875,64,0.081026,31790.797,31.0457
presence,2,bad,good,stale,critical,1.0,4,0.0,30988.25,30.261963
presence,2,bad,good,stale,normal,0.875,64,0.081026,31790.797,31.0457
presence,2,bad,medium,expired,critical,1.0,13,0.0,42554.0,41.556641
presence,2,bad,medium,expired,normal,0.816092,87,0.081408,34088.92,33.28996
presence,2,bad,medium,fresh,critical,1.0,13,0.0,42554.0,41.556641
presence,2,bad,medium,fresh,normal,0.816092,87,0.081408,34088.92,33.28996
presence,2,bad,medium,stale,critical,1.0,13,0.0,42554.0,41.556641
presence,2,bad,medium,stale,normal,0.816092,87,0.081408,34088.92,33.28996
presence,2,bad,poor,expired,critical,0.953737,281,0.02456,38386.954,37.48726
presence,2,bad,poor,expired,normal,0.678382,1508,0.023576,36682.378,35.822635
presence,2,bad,poor,fresh,critical,0.953737,281,0.02456,38386.954,37.48726
presence,2,bad,poor,fresh,normal,0.678382,1508,0.023576,36682.378,35.822635
presence,2,bad,poor,stale,critical,0.953737,281,0.02456,38386.954,37.48726
presence,2,bad,poor,stale,normal,0.678382,1508,0.023576,36682.378,35.822635
presence,2,good,good,expired,critical,1.0,4,0.0,165779.25,161.893799
presence,2,good,good,expired,normal,0.9375,64,0.059305,158202.922,154.495041
presence,2,good,good,fresh,critical,1.0,4,0.0,165779.25,161.893799
presence,2,good,good,fresh,normal,0.9375,64,0.059305,158202.922,154.495041
presence,2,good,good,stale,critical,1.0,4,0.0,165779.25,161.893799
presence,2,good,good,stale,normal,0.9375,64,0.059305,158202.922,154.495041
presence,2,good,medium,expired,critical,1.0,13,0.0,211731.077,206.76863
presence,2,good,medium,expired,normal,0.827586,87,0.079376,169906.874,165.924681
presence,2,good,medium,fresh,critical,1.0,13,0.0,211731.077,206.76863
presence,2,good,medium,fresh,normal,0.827586,87,0.079376,169906.874,165.924681
presence,2,good,medium,stale,critical,1.0,13,0.0,211731.077,206.76863
presence,2,good,medium,stale,normal,0.827586,87,0.079376,169906.874,165.924681
presence,2,good,poor,expired,critical,0.978648,281,0.016902,188291.078,183.878006
presence,2,good,poor,expired,normal,0.706897,1508,0.022974,182720.964,178.438441
presence,2,good,poor,fresh,critical,0.978648,281,0.016902,188291.078,183.878006
presence,2,good,poor,fresh,normal,0.706897,1508,0.022974,182720.964,178.438441
presence,2,good,poor,stale,critical,0.978648,281,0.016902,188291.078,183.878006
presence,2,good,poor,stale,normal,0.706897,1508,0.022974,182720.964,178.438441
presence,2,medium,good,expired,critical,1.0,4,0.0,63841.0,62.344727
presence,2,medium,good,expired,normal,0.9375,64,0.059305,63924.406,62.426178
presence,2,medium,good,fresh,critical,1.0,4,0.0,63841.0,62.344727
presence,2,medium,good,fresh,normal,0.9375,64,0.059305,63924.406,62.426178
presence,2,medium,good,stale,critical,1.0,4,0.0,63841.0,62.344727
presence,2,medium,good,stale,normal,0.9375,64,0.059305,63924.406,62.426178
presence,2,medium,medium,expired,critical,1.0,13,0.0,85776.615,83.766226
presence,2,medium,medium,expired,normal,0.816092,87,0.081408,68354.805,66.752739
presence,2,medium,medium,fresh,critical,1.0,13,0.0,85776.615,83.766226
presence,2,medium,medium,fresh,normal,0.816092,87,0.081408,68354.805,66.752739
presence,2,medium,medium,stale,critical,1.0,13,0.0,85776.615,83.766226
presence,2,medium,medium,stale,normal,0.816092,87,0.081408,68354.805,66.752739
presence,2,medium,poor,expired,critical,0.964413,281,0.021661,76963.199,75.159374
presence,2,medium,poor,expired,normal,0.692308,1508,0.023295,74021.928,72.287039
presence,2,medium,poor,fresh,critical,0.964413,281,0.021661,76963.199,75.159374
presence,2,medium,poor,fresh,normal,0.692308,1508,0.023295,74021.928,72.287039
presence,2,medium,poor,stale,critical,0.964413,281,0.021661,76963.199,75.159374
presence,2,medium,poor,stale,normal,0.692308,1508,0.023295,74021.928,72.287039
presence,3,bad,poor,expired,critical,0.666667,6,0.377202,44654.667,43.608073
presence,3,bad,poor,expired,normal,0.823529,34,0.128142,74076.941,72.340763
presence,3,bad,poor,fresh,critical,0.666667,6,0.377202,44654.667,43.608073
presence,3,bad,poor,fresh,normal,0.823529,34,0.128142,74076.941,72.340763
presence,3,bad,poor,stale,critical,0.666667,6,0.377202,44654.667,43.608073
presence,3,bad,poor,stale,normal,0.823529,34,0.128142,74076.941,72.340763
presence,3,good,poor,expired,critical,0.833333,6,0.298205,247323.167,241.52653
presence,3,good,poor,expired,normal,0.764706,34,0.142584,377293.353,368.45054
presence,3,good,poor,fresh,critical,0.833333,6,0.298205,247323.167,241.52653
presence,3,good,poor,fresh,normal,0.764706,34,0.142584,377293.353,368.45054
presence,3,good,poor,stale,critical,0.833333,6,0.298205,247323.167,241.52653
presence,3,good,poor,stale,normal,0.764706,34,0.142584,377293.353,368.45054
presence,3,medium,poor,expired,critical,0.666667,6,0.377202,92324.167,90.160319
presence,3,medium,poor,expired,normal,0.764706,34,0.142584,153787.088,150.182703
presence,3,medium,poor,fresh,critical,0.666667,6,0.377202,92324.167,90.160319
presence,3,medium,poor,fresh,normal,0.764706,34,0.142584,153787.088,150.182703
presence,3,medium,poor,stale,critical,0.666667,6,0.377202,92324.167,90.160319
presence,3,medium,poor,stale,normal,0.764706,34,0.142584,153787.088,150.182703
