question_type,service_level,channel_bin,view_quality_bin,freshness_bin,risk_level,expected_accuracy,sample_count,std_or_ci,avg_payload_bytes,avg_payload_kb
presence,1,medium,poor,expired,critical,1.0,138,0.0,727.587,0.710534
presence,1,medium,poor,expired,normal,0.89701,301,0.034338,499.561,0.487853
presence,1,medium,poor,fresh,critical,1.0,138,0.0,727.587,0.710534
presence,1,medium,poor,fresh,normal,0.89701,301,0.034338,499.561,0.487853
presence,1,medium,poor,stale,critical,1.0,138,0.0,727.587,0.710534
presence,1,medium,poor,stale,normal,0.89701,301,0.034338,499.561,0.487853
presence,2,bad,good,expired,critical,0.986301,146,0.018855,41392.966,40.422818
presence,2,bad,good,expired,normal,0.65371,283,0.055434,37857.64,36.970351
presence,2,bad,good,fresh,critical,0.986301,146,0.018855,41392.966,40.422818
presence,2,bad,good,fresh,normal,0.65371,283,0.055434,37857.64,36.970351
presence,2,bad,good,stale,critical,0.986301,146,0.018855,41392.966,40.422818
presence,2,bad,good,stale,normal,0.65371,283,0.055434,37857.64,36.970351
presence,2,bad,medium,expired,critical,0.97076,171,0.025252,39496.17,38.570478
presence,2,bad,medium,expired,normal,0.503571,280,0.058565,38504.118,37.601678
presence,2,bad,medium,fresh,critical,0.97076,171,0.025252,39496.17,38.570478
presence,2,bad,medium,fresh,normal,0.503571,280,0.058565,38504.118,37.601678
presence,2,bad,medium,stale,critical,0.97076,171,0.025252,39496.17,38.570478
presence,2,bad,medium,stale,normal,0.503571,280,0.058565,38504.118,37.601678
presence,2,bad,poor,expired,critical,0.956522,138,0.034025,34796.058,33.980525
presence,2,bad,poor,expired,normal,0.475083,301,0.056416,32285.894,31.529193
presence,2,bad,poor,fresh,critical,0.956522,138,0.034025,34796.058,33.980525
presence,2,bad,poor,fresh,normal,0.475083,301,0.056416,32285.894,31.529193
presence,2,bad,poor,stale,critical,0.956522,138,0.034025,34796.058,33.980525
presence,2,bad,poor,stale,normal,0.475083,301,0.056416,32285.894,31.529193
presence,2,good,good,expired,critical,0.993151,146,0.013379,205788.082,200.964924
presence,2,good,good,expired,normal,0.766784,283,0.04927,189068.83,184.63753
presence,2,good,good,fresh,critical,0.993151,146,0.013379,205788.082,200.964924
presence,2,good,good,fresh,normal,0.766784,283,0.04927,189068.83,184.63753
presence,2,good,good,stale,critical,0.993151,146,0.013379,205788.082,200.964924
presence,2,good,good,stale,normal,0.766784,283,0.04927,189068.83,184.63753
presence,2,good,medium,expired,critical,0.988304,171,0.016115,193554.152,189.017727
presence,2,good,medium,expired,normal,0.614286,280,0.057016,191023.9,186.546777
presence,2,good,medium,fresh,critical,0.988304,171,0.016115,193554.152,189.017727
presence,2,good,medium,fresh,normal,0.614286,280,0.057016,191023.9,186.546777
presence,2,good,medium,stale,critical,0.988304,171,0.016115,193554.152,189.017727
presence,2,good,medium,stale,normal,0.614286,280,0.057016,191023.9,186.546777
presence,2,good,poor,expired,critical,0.978261,138,0.024331,170661.833,166.661947
presence,2,good,poor,expired,normal,0.607973,301,0.055153,161545.797,157.759568
presence,2,good,poor,fresh,critical,0.978261,138,0.024331,170661.833,166.661947
presence,2,good,poor,fresh,normal,0.607973,301,0.055153,161545.797,157.759568
presence,2,good,poor,stale,critical,0.978261,138,0.024331,170661.833,166.661947
presence,2,good,poor,stale,normal,0.607973,301,0.055153,161545.797,157.759568
presence,2,medium,good,expired,critical,0.986301,146,0.018855,83228.342,81.277678
presence,2,medium,good,expired,normal,0.699647,283,0.053409,76219.572,74.433176
presence,2,medium,good,fresh,critical,0.986301,146,0.018855,83228.342,81.277678
presence,2,medium,good,fresh,normal,0.699647,283,0.053409,76219.572,74.433176
presence,2,medium,good,stale,critical,0.986301,146,0.018855,83228.342,81.277678
presence,2,medium,good,stale,normal,0.699647,283,0.053409,76219.572,74.433176
presence,2,medium,medium,expired,critical,0.976608,171,0.022654,79098.795,77.244917
presence,2,medium,medium,expired,normal,0.567857,280,0.058024,77433.229,75.618387
presence,2,medium,medium,fresh,critical,0.976608,171,0.022654,79098.795,77.244917
presence,2,medium,medium,fresh,normal,0.567857,280,0.058024,77433.229,75.618387
presence,2,medium,medium,stale,critical,0.976608,171,0.022654,79098.795,77.244917
presence,2,medium,medium,stale,normal,0.567857,280,0.058024,77433.229,75.618387
presence,2,medium,poor,expired,critical,0.963768,138,0.031178,70025.877,68.384645
presence,2,medium,poor,expired,normal,0.531561,301,0.056374,65514.781,63.979278
presence,2,medium,poor,fresh,critical,0.963768,138,0.031178,70025.877,68.384645
presence,2,medium,poor,fresh,normal,0.531561,301,0.056374,65514.781,63.979278
presence,2,medium,poor,stale,critical,0.963768,138,0.031178,70025.877,68.384645
presence,2,medium,poor,stale,normal,0.531561,301,0.056374,65514.781,63.979278
