image_id,channel_bin,view_quality_bin,target_class,gt_count,detector_target_count,abs_detector_count_error,question,ground_truth_answer,predicted_answer,correct
0000001_03999_d_0000007,good,medium,car,3,3,0,How many car objects are in this area?,3,1,False
0000001_03999_d_0000007,good,medium,car,3,3,0,How many car objects are in this area?,3,1,False
0000001_03999_d_0000007,good,medium,car,3,3,0,How many car objects are in this area?,3,1,False
0000001_05249_d_0000009,bad,good,car,76,102,26,How many car objects are in this area?,76,4,False
0000001_05249_d_0000009,bad,good,car,76,102,26,How many car objects are in this area?,76,4,False
0000001_05249_d_0000009,bad,good,car,76,102,26,How many car objects are in this area?,76,4,False
0000001_05249_d_0000009,medium,good,car,76,102,26,How many car objects are in this area?,76,9,False
0000001_05249_d_0000009,medium,good,car,76,102,26,How many car objects are in this area?,76,9,False
0000001_05249_d_0000009,medium,good,car,76,102,26,How many car objects are in this area?,76,9,False
0000001_05249_d_0000009,good,good,car,76,102,26,How many car objects are in this area?,76,10,False
0000001_05249_d_0000009,good,good,car,76,102,26,How many car objects are in this area?,76,10,False
0000001_05249_d_0000009,good,good,car,76,102,26,How many car objects are in this area?,76,10,False
0000001_05249_d_0000009,bad,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,bad,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,bad,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,medium,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,medium,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,medium,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,good,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,good,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,good,good,motor,27,5,22,How many motor objects are in this area?,27,1,False
0000001_05499_d_0000010,bad,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,no,False
0000001_05499_d_0000010,bad,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,no,False
0000001_05499_d_0000010,bad,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,no,False
0000001_05499_d_0000010,medium,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,medium,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,medium,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,good,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,good,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,good,good,awning-tricycle,11,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05999_d_0000011,bad,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_05999_d_0000011,bad,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_05999_d_0000011,bad,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_05999_d_0000011,medium,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_05999_d_0000011,medium,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_05999_d_0000011,medium,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_05999_d_0000011,good,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_05999_d_0000011,good,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_05999_d_0000011,good,good,awning-tricycle,3,0,3,How many awning-tricycle objects are in this area?,3,no,False
0000001_07999_d_0000012,bad,poor,car,10,11,1,How many car objects are in this area?,10,1,False
0000001_07999_d_0000012,bad,poor,car,10,11,1,How many car objects are in this area?,10,1,False
0000001_07999_d_0000012,bad,poor,car,10,11,1,How many car objects are in this area?,10,1,False
0000001_08414_d_0000013,bad,medium,awning-tricycle,1,1,0,How many awning-tricycle objects are in this area?,1,no,False
0000001_08414_d_0000013,bad,medium,awning-tricycle,1,1,0,How many awning-tricycle objects are in this area?,1,no,False
0000001_08414_d_0000013,bad,medium,awning-tricycle,1,1,0,How many awning-tricycle objects are in this area?,1,no,False
0000021_00000_d_0000001,bad,medium,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000021_00000_d_0000001,bad,medium,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000021_00000_d_0000001,bad,medium,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000021_00000_d_0000001,medium,medium,motor,7,0,7,How many motor objects are in this area?,7,no,False
0000021_00000_d_0000001,medium,medium,motor,7,0,7,How many motor objects are in this area?,7,no,False
0000021_00000_d_0000001,medium,medium,motor,7,0,7,How many motor objects are in this area?,7,no,False
0000021_00000_d_0000001,good,medium,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000021_00000_d_0000001,good,medium,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000021_00000_d_0000001,good,medium,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000021_00000_d_0000001,bad,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,1,False
0000021_00000_d_0000001,bad,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,1,False
0000021_00000_d_0000001,bad,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,1,False
0000021_00000_d_0000001,medium,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,2,False
0000021_00000_d_0000001,medium,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,2,False
0000021_00000_d_0000001,medium,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,2,False
0000021_00000_d_0000001,good,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,2,False
0000021_00000_d_0000001,good,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,2,False
0000021_00000_d_0000001,good,medium,pedestrian,9,5,4,How many pedestrian objects are in this area?,9,2,False
0000021_00500_d_0000002,bad,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,bad,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,bad,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,medium,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,medium,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,medium,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,good,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,good,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,good,medium,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000021_00500_d_0000002,bad,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,3,False
0000021_00500_d_0000002,bad,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,3,False
0000021_00500_d_0000002,bad,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,3,False
0000021_00500_d_0000002,medium,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,1,False
0000021_00500_d_0000002,medium,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,1,False
0000021_00500_d_0000002,medium,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,1,False
0000021_00500_d_0000002,good,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,1,False
0000021_00500_d_0000002,good,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,1,False
0000021_00500_d_0000002,good,medium,pedestrian,7,6,1,How many pedestrian objects are in this area?,7,1,False
0000021_00800_d_0000003,bad,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000021_00800_d_0000003,bad,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000021_00800_d_0000003,bad,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000021_00800_d_0000003,medium,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000021_00800_d_0000003,medium,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000021_00800_d_0000003,medium,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000021_00800_d_0000003,medium,poor,pedestrian,3,6,3,How many pedestrian objects are in this area?,3,1,False
0000021_00800_d_0000003,medium,poor,pedestrian,3,6,3,How many pedestrian objects are in this area?,3,1,False
0000021_00800_d_0000003,medium,poor,pedestrian,3,6,3,How many pedestrian objects are in this area?,3,1,False
0000021_00800_d_0000003,good,poor,pedestrian,3,6,3,How many pedestrian objects are in this area?,3,1,False
0000021_00800_d_0000003,good,poor,pedestrian,3,6,3,How many pedestrian objects are in this area?,3,1,False
0000021_00800_d_0000003,good,poor,pedestrian,3,6,3,How many pedestrian objects are in this area?,3,1,False
0000022_00000_d_0000004,bad,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00000_d_0000004,bad,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00000_d_0000004,bad,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00000_d_0000004,medium,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00000_d_0000004,medium,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00000_d_0000004,medium,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00000_d_0000004,good,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00000_d_0000004,good,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00000_d_0000004,good,poor,motor,7,0,7,How many motor objects are in this area?,7,1,False
0000022_00500_d_0000005,bad,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_00500_d_0000005,bad,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_00500_d_0000005,bad,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_00500_d_0000005,medium,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_00500_d_0000005,medium,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_00500_d_0000005,medium,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_00500_d_0000005,good,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_00500_d_0000005,good,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_00500_d_0000005,good,poor,motor,6,3,3,How many motor objects are in this area?,6,1,False
0000022_01251_d_0000007,bad,good,pedestrian,3,4,1,How many pedestrian objects are in this area?,3,1,False
0000022_01251_d_0000007,bad,good,pedestrian,3,4,1,How many pedestrian objects are in this area?,3,1,False
0000022_01251_d_0000007,bad,good,pedestrian,3,4,1,How many pedestrian objects are in this area?,3,1,False
0000023_00000_d_0000008,bad,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,bad,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,bad,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,medium,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,no,False
0000023_00000_d_0000008,medium,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,no,False
0000023_00000_d_0000008,medium,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,no,False
0000023_00000_d_0000008,good,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,no,False
0000023_00000_d_0000008,good,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,no,False
0000023_00000_d_0000008,good,poor,awning-tricycle,2,0,2,How many awning-tricycle objects are in this area?,2,no,False
0000023_00000_d_0000008,medium,poor,car,1,0,1,How many car objects are in this area?,1,no,False
0000023_00000_d_0000008,medium,poor,car,1,0,1,How many car objects are in this area?,1,no,False
0000023_00000_d_0000008,medium,poor,car,1,0,1,How many car objects are in this area?,1,no,False
0000023_00300_d_0000009,bad,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00300_d_0000009,bad,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00300_d_0000009,bad,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00300_d_0000009,medium,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00300_d_0000009,medium,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00300_d_0000009,medium,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00300_d_0000009,good,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00300_d_0000009,good,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00300_d_0000009,good,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000023_00868_d_0000010,bad,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,bad,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,bad,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,medium,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,medium,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,medium,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,good,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,good,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,good,good,motor,3,1,2,How many motor objects are in this area?,3,1,False
0000023_01233_d_0000011,bad,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,3,False
0000023_01233_d_0000011,bad,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,3,False
0000023_01233_d_0000011,bad,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,3,False
0000023_01233_d_0000011,medium,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000023_01233_d_0000011,medium,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000023_01233_d_0000011,medium,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000023_01233_d_0000011,good,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000023_01233_d_0000011,good,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000023_01233_d_0000011,good,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000024_00000_d_0000012,bad,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00000_d_0000012,bad,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00000_d_0000012,bad,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00000_d_0000012,medium,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00000_d_0000012,medium,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00000_d_0000012,medium,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00000_d_0000012,good,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00000_d_0000012,good,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00000_d_0000012,good,medium,motor,4,2,2,How many motor objects are in this area?,4,1,False
0000024_00500_d_0000013,bad,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,bad,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,bad,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,medium,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,medium,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,medium,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,good,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,good,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,good,good,motor,3,0,3,How many motor objects are in this area?,3,1,False
0000024_00500_d_0000013,good,good,pedestrian,3,4,1,How many pedestrian objects are in this area?,3,1,False
0000024_00500_d_0000013,good,good,pedestrian,3,4,1,How many pedestrian objects are in this area?,3,1,False
0000024_00500_d_0000013,good,good,pedestrian,3,4,1,How many pedestrian objects are in this area?,3,1,False
0000024_01000_d_0000014,bad,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,bad,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,bad,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,medium,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,medium,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,medium,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,good,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,good,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,good,poor,awning-tricycle,1,0,1,How many awning-tricycle objects are in this area?,1,no,False
0000024_01000_d_0000014,medium,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000024_01000_d_0000014,medium,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000024_01000_d_0000014,medium,poor,motor,1,0,1,How many motor objects are in this area?,1,no,False
0000024_01543_d_0000015,bad,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000024_01543_d_0000015,bad,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000024_01543_d_0000015,bad,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000024_01543_d_0000015,medium,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000024_01543_d_0000015,medium,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000024_01543_d_0000015,medium,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000024_01543_d_0000015,good,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000024_01543_d_0000015,good,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000024_01543_d_0000015,good,good,pedestrian,7,4,3,How many pedestrian objects are in this area?,7,1,False
0000026_00000_d_0000024,bad,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00000_d_0000024,bad,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00000_d_0000024,bad,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00000_d_0000024,medium,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00000_d_0000024,medium,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00000_d_0000024,medium,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00000_d_0000024,good,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00000_d_0000024,good,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00000_d_0000024,good,good,car,6,6,0,How many car objects are in this area?,6,1,False
0000026_00500_d_0000025,bad,good,car,10,13,3,How many car objects are in this area?,10,1,False
0000026_00500_d_0000025,bad,good,car,10,13,3,How many car objects are in this area?,10,1,False
0000026_00500_d_0000025,bad,good,car,10,13,3,How many car objects are in this area?,10,1,False
0000026_00500_d_0000025,medium,good,car,10,13,3,How many car objects are in this area?,10,1,False
0000026_00500_d_0000025,medium,good,car,10,13,3,How many car objects are in this area?,10,1,False
0000026_00500_d_0000025,medium,good,car,10,13,3,How many car objects are in this area?,10,1,False
0000026_00500_d_0000025,good,good,car,10,13,3,How many car objects are in this area?,10,13,False
0000026_00500_d_0000025,good,good,car,10,13,3,How many car objects are in this area?,10,13,False
0000026_00500_d_0000025,good,good,car,10,13,3,How many car objects are in this area?,10,13,False
0000026_00500_d_0000025,bad,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,2,False
0000026_00500_d_0000025,bad,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,2,False
0000026_00500_d_0000025,bad,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,2,False
0000026_00500_d_0000025,medium,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000026_00500_d_0000025,medium,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000026_00500_d_0000025,medium,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000026_00500_d_0000025,good,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000026_00500_d_0000025,good,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000026_00500_d_0000025,good,good,pedestrian,5,4,1,How many pedestrian objects are in this area?,5,1,False
0000026_01000_d_0000026,good,good,car,15,18,3,How many car objects are in this area?,15,18,False
0000026_01000_d_0000026,good,good,car,15,18,3,How many car objects are in this area?,15,18,False
0000026_01000_d_0000026,good,good,car,15,18,3,How many car objects are in this area?,15,18,False
0000026_01500_d_0000027,bad,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_01500_d_0000027,bad,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_01500_d_0000027,bad,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_01500_d_0000027,medium,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_01500_d_0000027,medium,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_01500_d_0000027,medium,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_01500_d_0000027,good,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_01500_d_0000027,good,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_01500_d_0000027,good,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,bad,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,bad,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,bad,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,medium,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,medium,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,medium,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,good,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,good,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_02000_d_0000028,good,good,car,9,9,0,How many car objects are in this area?,9,1,False
0000026_03000_d_0000030,bad,good,car,11,10,1,How many car objects are in this area?,11,1,False
0000026_03000_d_0000030,bad,good,car,11,10,1,How many car objects are in this area?,11,1,False
0000026_03000_d_0000030,bad,good,car,11,10,1,How many car objects are in this area?,11,1,False
0000026_03000_d_0000030,medium,good,car,11,10,1,How many car objects are in this area?,11,1,False
0000026_03000_d_0000030,medium,good,car,11,10,1,How many car objects are in this area?,11,1,False
0000026_03000_d_0000030,medium,good,car,11,10,1,How many car objects are in this area?,11,1,False
0000026_03500_d_0000031,bad,good,car,18,18,0,How many car objects are in this area?,18,1,False
0000026_03500_d_0000031,bad,good,car,18,18,0,How many car objects are in this area?,18,1,False
0000026_03500_d_0000031,bad,good,car,18,18,0,How many car objects are in this area?,18,1,False
0000026_03500_d_0000031,medium,good,car,18,18,0,How many car objects are in this area?,18,15,False
0000026_03500_d_0000031,medium,good,car,18,18,0,How many car objects are in this area?,18,15,False
0000026_03500_d_0000031,medium,good,car,18,18,0,How many car objects are in this area?,18,15,False
0000026_04000_d_0000032,bad,good,car,12,13,1,How many car objects are in this area?,12,1,False
0000026_04000_d_0000032,bad,good,car,12,13,1,How many car objects are in this area?,12,1,False
0000026_04000_d_0000032,bad,good,car,12,13,1,How many car objects are in this area?,12,1,False
0000026_04500_d_0000033,bad,good,car,35,31,4,How many car objects are in this area?,35,1,False
0000026_04500_d_0000033,bad,good,car,35,31,4,How many car objects are in this area?,35,1,False
0000026_04500_d_0000033,bad,good,car,35,31,4,How many car objects are in this area?,35,1,False
0000026_04500_d_0000033,medium,good,car,35,31,4,How many car objects are in this area?,35,28,False
0000026_04500_d_0000033,medium,good,car,35,31,4,How many car objects are in this area?,35,28,False
0000026_04500_d_0000033,medium,good,car,35,31,4,How many car objects are in this area?,35,28,False
0000026_04500_d_0000033,good,good,car,35,31,4,How many car objects are in this area?,35,3,False
0000026_04500_d_0000033,good,good,car,35,31,4,How many car objects are in this area?,35,3,False
0000026_04500_d_0000033,good,good,car,35,31,4,How many car objects are in this area?,35,3,False
0000026_04978_d_0000034,bad,good,car,26,26,0,How many car objects are in this area?,26,13,False
