image_id,question_type,question_orig,paraphrase_id,template_id,question_para,ground_truth_answer,target_class,target_class_b,threshold_n,snr_bin,channel_bin,payload_bytes,evidence_repr,degraded_image_path,orig_symbolic_correct,orig_raw_decoder_correct,orig_decoder_mode,orig_vlm_image_correct
0000026_01500_d_0000027,presence,Are there car objects in this area?,1,P3,Does this area contain any car objects?,yes,car,,,5dB,medium,1092,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000026_01500_d_0000027
question_type: presence
target_class: car
detector_target_count: 9
detector_total_count: 12
detector_counts_by_class: car:9, pedestrian:1, van:2
target_mean_confidence: 0.780
target_top_confidence: 0.933
target_box_area_sum: 151185
all_box_area_sum: 202596
density_hint: dense target detections
top_target_boxes: car(x=1029, y=533, w=177, h=152, conf=0.93); car(x=1106, y=651, w=197, h=114, conf=0.91); car(x=185, y=48, w=173, h=110, conf=0.91); car(x=929, y=436, w=188, h=136, conf=0.91); car(x=711, y=76, w=151, h=104, conf=0.89); car(x=263, y=162, w=162, h=96, conf=0.88); car(x=178, y=0, w=164, h=82, conf=0.84); car(x=624, y=0, w=125, h=46, conf=0.44); car(x=381, y=704, w=111, h=61, conf=0.32)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000026_01500_d_0000027_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000026_01500_d_0000027,presence,Are there car objects in this area?,2,P1,Is there any car in this scene?,yes,car,,,5dB,medium,1092,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000026_01500_d_0000027
question_type: presence
target_class: car
detector_target_count: 9
detector_total_count: 12
detector_counts_by_class: car:9, pedestrian:1, van:2
target_mean_confidence: 0.780
target_top_confidence: 0.933
target_box_area_sum: 151185
all_box_area_sum: 202596
density_hint: dense target detections
top_target_boxes: car(x=1029, y=533, w=177, h=152, conf=0.93); car(x=1106, y=651, w=197, h=114, conf=0.91); car(x=185, y=48, w=173, h=110, conf=0.91); car(x=929, y=436, w=188, h=136, conf=0.91); car(x=711, y=76, w=151, h=104, conf=0.89); car(x=263, y=162, w=162, h=96, conf=0.88); car(x=178, y=0, w=164, h=82, conf=0.84); car(x=624, y=0, w=125, h=46, conf=0.44); car(x=381, y=704, w=111, h=61, conf=0.32)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000026_01500_d_0000027_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000026_03500_d_0000031,presence,Are there car objects in this area?,1,P2,Can you spot any car here?,yes,car,,,5dB,medium,1225,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000026_03500_d_0000031
question_type: presence
target_class: car
detector_target_count: 18
detector_total_count: 21
detector_counts_by_class: car:18, pedestrian:1, van:2
target_mean_confidence: 0.811
target_top_confidence: 0.907
target_box_area_sum: 224466
all_box_area_sum: 249502
density_hint: dense target detections
top_target_boxes: car(x=859, y=411, w=97, h=161, conf=0.91); car(x=441, y=574, w=199, h=90, conf=0.90); car(x=444, y=455, w=199, h=91, conf=0.89); car(x=1227, y=427, w=133, h=87, conf=0.88); car(x=833, y=202, w=93, h=145, conf=0.87); car(x=1225, y=573, w=135, h=88, conf=0.86); car(x=806, y=72, w=72, h=119, conf=0.86); car(x=475, y=138, w=133, h=69, conf=0.85); car(x=1112, y=142, w=159, h=69, conf=0.84); car(x=1131, y=205, w=170, h=74, conf=0.83); car(x=446, y=357, w=188, h=87, conf=0.82); car(x=444, y=272, w=182, h=83, conf=0.81)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000026_03500_d_0000031_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000026_03500_d_0000031,presence,Are there car objects in this area?,2,P3,Does this area contain any car objects?,yes,car,,,5dB,medium,1225,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000026_03500_d_0000031
question_type: presence
target_class: car
detector_target_count: 18
detector_total_count: 21
detector_counts_by_class: car:18, pedestrian:1, van:2
target_mean_confidence: 0.811
target_top_confidence: 0.907
target_box_area_sum: 224466
all_box_area_sum: 249502
density_hint: dense target detections
top_target_boxes: car(x=859, y=411, w=97, h=161, conf=0.91); car(x=441, y=574, w=199, h=90, conf=0.90); car(x=444, y=455, w=199, h=91, conf=0.89); car(x=1227, y=427, w=133, h=87, conf=0.88); car(x=833, y=202, w=93, h=145, conf=0.87); car(x=1225, y=573, w=135, h=88, conf=0.86); car(x=806, y=72, w=72, h=119, conf=0.86); car(x=475, y=138, w=133, h=69, conf=0.85); car(x=1112, y=142, w=159, h=69, conf=0.84); car(x=1131, y=205, w=170, h=74, conf=0.83); car(x=446, y=357, w=188, h=87, conf=0.82); car(x=444, y=272, w=182, h=83, conf=0.81)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000026_03500_d_0000031_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000026_04500_d_0000033,presence,Are there bicycle objects in this area?,1,P3,Does this area contain any bicycle objects?,yes,bicycle,,,5dB,medium,696,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000026_04500_d_0000033
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 33
detector_counts_by_class: car:31, van:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 91469
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000026_04500_d_0000033_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000026_04500_d_0000033,presence,Are there bicycle objects in this area?,2,P6,bicycle -- present in this scene or not?,yes,bicycle,,,5dB,medium,696,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000026_04500_d_0000033
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 33
detector_counts_by_class: car:31, van:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 91469
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000026_04500_d_0000033_5dB.jpg,False,False,v1_7_direct_calibrated,False
0000069_00001_d_0000001,presence,Are there bicycle objects in this area?,1,P2,Can you spot any bicycle here?,yes,bicycle,,,5dB,medium,715,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000069_00001_d_0000001
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 20
detector_counts_by_class: motor:3, pedestrian:16, people:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 79695
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000069_00001_d_0000001_5dB.jpg,False,False,v1_7_direct_calibrated,True
0000069_00001_d_0000001,presence,Are there bicycle objects in this area?,2,P5,Tell me whether bicycle objects appear in this area.,yes,bicycle,,,5dB,medium,715,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000069_00001_d_0000001
question_type: presence
target_class: bicycle
detector_target_count: 0
detector_total_count: 20
detector_counts_by_class: motor:3, pedestrian:16, people:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 79695
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000069_00001_d_0000001_5dB.jpg,False,False,v1_7_direct_calibrated,True
0000069_00001_d_0000001,presence,Are there bus objects in this area?,1,P6,bus -- present in this scene or not?,no,bus,,,5dB,medium,711,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000069_00001_d_0000001
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 20
detector_counts_by_class: motor:3, pedestrian:16, people:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 79695
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000069_00001_d_0000001_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000069_00001_d_0000001,presence,Are there bus objects in this area?,2,P2,Can you spot any bus here?,no,bus,,,5dB,medium,711,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000069_00001_d_0000001
question_type: presence
target_class: bus
detector_target_count: 0
detector_total_count: 20
detector_counts_by_class: motor:3, pedestrian:16, people:1
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 79695
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000069_00001_d_0000001_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000069_01878_d_0000005,presence,Are there pedestrian objects in this area?,1,P2,Can you spot any pedestrian here?,yes,pedestrian,,,5dB,medium,1305,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000069_01878_d_0000005
question_type: presence
target_class: pedestrian
detector_target_count: 23
detector_total_count: 24
detector_counts_by_class: pedestrian:23, people:1
target_mean_confidence: 0.542
target_top_confidence: 0.895
target_box_area_sum: 75898
all_box_area_sum: 77572
density_hint: very dense target detections
top_target_boxes: pedestrian(x=1145, y=385, w=63, h=164, conf=0.90); pedestrian(x=1069, y=89, w=36, h=79, conf=0.87); pedestrian(x=997, y=529, w=61, h=147, conf=0.85); pedestrian(x=998, y=334, w=48, h=132, conf=0.76); pedestrian(x=201, y=112, w=36, h=93, conf=0.66); pedestrian(x=801, y=110, w=29, h=80, conf=0.64); pedestrian(x=420, y=46, w=26, h=72, conf=0.62); pedestrian(x=527, y=119, w=28, h=90, conf=0.61); pedestrian(x=253, y=113, w=33, h=101, conf=0.60); pedestrian(x=1126, y=599, w=48, h=94, conf=0.57); pedestrian(x=1309, y=289, w=51, h=126, conf=0.56); pedestrian(x=77, y=83, w=33, h=88, conf=0.52)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000069_01878_d_0000005_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000069_01878_d_0000005,presence,Are there pedestrian objects in this area?,2,P1,Is there any pedestrian in this scene?,yes,pedestrian,,,5dB,medium,1305,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000069_01878_d_0000005
question_type: presence
target_class: pedestrian
detector_target_count: 23
detector_total_count: 24
detector_counts_by_class: pedestrian:23, people:1
target_mean_confidence: 0.542
target_top_confidence: 0.895
target_box_area_sum: 75898
all_box_area_sum: 77572
density_hint: very dense target detections
top_target_boxes: pedestrian(x=1145, y=385, w=63, h=164, conf=0.90); pedestrian(x=1069, y=89, w=36, h=79, conf=0.87); pedestrian(x=997, y=529, w=61, h=147, conf=0.85); pedestrian(x=998, y=334, w=48, h=132, conf=0.76); pedestrian(x=201, y=112, w=36, h=93, conf=0.66); pedestrian(x=801, y=110, w=29, h=80, conf=0.64); pedestrian(x=420, y=46, w=26, h=72, conf=0.62); pedestrian(x=527, y=119, w=28, h=90, conf=0.61); pedestrian(x=253, y=113, w=33, h=101, conf=0.60); pedestrian(x=1126, y=599, w=48, h=94, conf=0.57); pedestrian(x=1309, y=289, w=51, h=126, conf=0.56); pedestrian(x=77, y=83, w=33, h=88, conf=0.52)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000069_01878_d_0000005_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000081_00000_d_0000001,presence,Are there awning-tricycle objects in this area?,1,P6,awning-tricycle -- present in this scene or not?,no,awning-tricycle,,,5dB,medium,726,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000081_00000_d_0000001
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 100
detector_counts_by_class: bicycle:2, pedestrian:96, people:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 55893
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000081_00000_d_0000001_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000081_00000_d_0000001,presence,Are there awning-tricycle objects in this area?,2,P3,Does this area contain any awning-tricycle objects?,no,awning-tricycle,,,5dB,medium,726,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000081_00000_d_0000001
question_type: presence
target_class: awning-tricycle
detector_target_count: 0
detector_total_count: 100
detector_counts_by_class: bicycle:2, pedestrian:96, people:2
target_mean_confidence: 0.000
target_top_confidence: 0.000
target_box_area_sum: 0
all_box_area_sum: 55893
density_hint: none
top_target_boxes: no target boxes detected
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000081_00000_d_0000001_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000081_00000_d_0000001,presence,Are there pedestrian objects in this area?,1,P4,Any sign of pedestrian in this view?,yes,pedestrian,,,5dB,medium,1311,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000081_00000_d_0000001
question_type: presence
target_class: pedestrian
detector_target_count: 96
detector_total_count: 100
detector_counts_by_class: bicycle:2, pedestrian:96, people:2
target_mean_confidence: 0.404
target_top_confidence: 0.765
target_box_area_sum: 49087
all_box_area_sum: 55893
density_hint: very dense target detections
top_target_boxes: pedestrian(x=841, y=408, w=38, h=68, conf=0.76); pedestrian(x=281, y=297, w=17, h=42, conf=0.76); pedestrian(x=437, y=306, w=19, h=48, conf=0.74); pedestrian(x=752, y=274, w=15, h=36, conf=0.74); pedestrian(x=703, y=263, w=13, h=33, conf=0.73); pedestrian(x=330, y=327, w=23, h=54, conf=0.72); pedestrian(x=313, y=312, w=19, h=46, conf=0.67); pedestrian(x=682, y=249, w=13, h=37, conf=0.67); pedestrian(x=450, y=340, w=25, h=55, conf=0.64); pedestrian(x=85, y=227, w=11, h=29, conf=0.60); pedestrian(x=741, y=318, w=21, h=40, conf=0.59); pedestrian(x=115, y=238, w=12, h=27, conf=0.59)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000081_00000_d_0000001_5dB.jpg,True,True,v1_7_direct_calibrated,True
0000081_00000_d_0000001,presence,Are there pedestrian objects in this area?,2,P5,Tell me whether pedestrian objects appear in this area.,yes,pedestrian,,,5dB,medium,1311,"You are given lightweight UAV semantic tokens produced by a real object detector, not ground-truth annotations.
Use only these semantic tokens. Do not infer objects that are not listed.
image_id: 0000081_00000_d_0000001
question_type: presence
target_class: pedestrian
detector_target_count: 96
detector_total_count: 100
detector_counts_by_class: bicycle:2, pedestrian:96, people:2
target_mean_confidence: 0.404
target_top_confidence: 0.765
target_box_area_sum: 49087
all_box_area_sum: 55893
density_hint: very dense target detections
top_target_boxes: pedestrian(x=841, y=408, w=38, h=68, conf=0.76); pedestrian(x=281, y=297, w=17, h=42, conf=0.76); pedestrian(x=437, y=306, w=19, h=48, conf=0.74); pedestrian(x=752, y=274, w=15, h=36, conf=0.74); pedestrian(x=703, y=263, w=13, h=33, conf=0.73); pedestrian(x=330, y=327, w=23, h=54, conf=0.72); pedestrian(x=313, y=312, w=19, h=46, conf=0.67); pedestrian(x=682, y=249, w=13, h=37, conf=0.67); pedestrian(x=450, y=340, w=25, h=55, conf=0.64); pedestrian(x=85, y=227, w=11, h=29, conf=0.60); pedestrian(x=741, y=318, w=21, h=40, conf=0.59); pedestrian(x=115, y=238, w=12, h=27, conf=0.59)
Answer format: yes/no for presence; a single integer for counting. For counting questions, the best answer is detector_target_count unless the tokens clearly say otherwise.",/home/qiankun/phd_research/vqa_semcom/outputs/vlm/degraded_images_v2_0_snr/5dB/0000081_00000_d_0000001_5dB.jpg,True,True,v1_7_direct_calibrated,True
