image_id,channel_bin,view_quality_bin,target_class,gt_count,detector_target_count,transmitted_detector_count,calibrated_detector_count,abs_detector_count_error,question,ground_truth_answer,predicted_answer,correct
0000001_04527_d_0000008,good,poor,car,5,2,2,2,3,How many car objects are in this area?,5,2,False
0000001_04527_d_0000008,good,poor,car,5,2,2,2,3,How many car objects are in this area?,5,2,False
0000001_05249_d_0000009,bad,poor,car,76,102,42,91,26,How many car objects are in this area?,76,91,False
0000001_05249_d_0000009,bad,poor,car,76,102,42,91,26,How many car objects are in this area?,76,91,False
0000001_05249_d_0000009,bad,poor,car,76,102,42,91,26,How many car objects are in this area?,76,91,False
0000001_05249_d_0000009,medium,poor,car,76,102,92,92,26,How many car objects are in this area?,76,92,False
0000001_05249_d_0000009,medium,poor,car,76,102,92,92,26,How many car objects are in this area?,76,92,False
0000001_05249_d_0000009,medium,poor,car,76,102,92,92,26,How many car objects are in this area?,76,92,False
0000001_05249_d_0000009,good,poor,car,76,102,102,102,26,How many car objects are in this area?,76,102,False
0000001_05249_d_0000009,good,poor,car,76,102,102,102,26,How many car objects are in this area?,76,102,False
0000001_05249_d_0000009,good,poor,car,76,102,102,102,26,How many car objects are in this area?,76,102,False
0000001_05249_d_0000009,bad,poor,motor,27,5,1,1,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,bad,poor,motor,27,5,1,1,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,bad,poor,motor,27,5,1,1,22,How many motor objects are in this area?,27,1,False
0000001_05249_d_0000009,medium,poor,motor,27,5,4,4,22,How many motor objects are in this area?,27,4,False
0000001_05249_d_0000009,medium,poor,motor,27,5,4,4,22,How many motor objects are in this area?,27,4,False
0000001_05249_d_0000009,medium,poor,motor,27,5,4,4,22,How many motor objects are in this area?,27,4,False
0000001_05249_d_0000009,good,poor,motor,27,5,5,5,22,How many motor objects are in this area?,27,5,False
0000001_05249_d_0000009,good,poor,motor,27,5,5,5,22,How many motor objects are in this area?,27,5,False
0000001_05249_d_0000009,good,poor,motor,27,5,5,5,22,How many motor objects are in this area?,27,5,False
0000001_05499_d_0000010,bad,poor,awning-tricycle,11,1,0,0,10,How many awning-tricycle objects are in this area?,11,0,False
0000001_05499_d_0000010,bad,poor,awning-tricycle,11,1,0,0,10,How many awning-tricycle objects are in this area?,11,0,False
0000001_05499_d_0000010,bad,poor,awning-tricycle,11,1,0,0,10,How many awning-tricycle objects are in this area?,11,0,False
0000001_05499_d_0000010,medium,poor,awning-tricycle,11,1,1,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,medium,poor,awning-tricycle,11,1,1,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,medium,poor,awning-tricycle,11,1,1,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,good,poor,awning-tricycle,11,1,1,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,good,poor,awning-tricycle,11,1,1,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,good,poor,awning-tricycle,11,1,1,1,10,How many awning-tricycle objects are in this area?,11,1,False
0000001_05499_d_0000010,bad,poor,car,68,78,38,82,10,How many car objects are in this area?,68,82,False
0000001_05499_d_0000010,bad,poor,car,68,78,38,82,10,How many car objects are in this area?,68,82,False
0000001_05499_d_0000010,bad,poor,car,68,78,38,82,10,How many car objects are in this area?,68,82,False
0000001_05499_d_0000010,good,poor,car,68,78,78,78,10,How many car objects are in this area?,68,78,False
0000001_05499_d_0000010,good,poor,car,68,78,78,78,10,How many car objects are in this area?,68,78,False
0000001_05499_d_0000010,good,poor,car,68,78,78,78,10,How many car objects are in this area?,68,78,False
0000001_05999_d_0000011,bad,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,bad,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,bad,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,medium,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,medium,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,medium,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,good,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,good,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,good,poor,awning-tricycle,3,0,0,0,3,How many awning-tricycle objects are in this area?,3,0,False
0000001_05999_d_0000011,bad,poor,car,37,57,32,69,20,How many car objects are in this area?,37,69,False
0000001_05999_d_0000011,bad,poor,car,37,57,32,69,20,How many car objects are in this area?,37,69,False
0000001_05999_d_0000011,bad,poor,car,37,57,32,69,20,How many car objects are in this area?,37,69,False
0000001_05999_d_0000011,medium,poor,car,37,57,48,48,20,How many car objects are in this area?,37,48,False
0000001_05999_d_0000011,medium,poor,car,37,57,48,48,20,How many car objects are in this area?,37,48,False
0000001_05999_d_0000011,medium,poor,car,37,57,48,48,20,How many car objects are in this area?,37,48,False
0000001_05999_d_0000011,good,poor,car,37,57,57,57,20,How many car objects are in this area?,37,57,False
0000001_05999_d_0000011,good,poor,car,37,57,57,57,20,How many car objects are in this area?,37,57,False
0000001_05999_d_0000011,good,poor,car,37,57,57,57,20,How many car objects are in this area?,37,57,False
0000001_07999_d_0000012,bad,poor,car,10,11,0,0,1,How many car objects are in this area?,10,0,False
0000001_07999_d_0000012,bad,poor,car,10,11,0,0,1,How many car objects are in this area?,10,0,False
0000001_07999_d_0000012,bad,poor,car,10,11,0,0,1,How many car objects are in this area?,10,0,False
0000001_07999_d_0000012,bad,poor,motor,36,8,2,2,28,How many motor objects are in this area?,36,2,False
0000001_07999_d_0000012,bad,poor,motor,36,8,2,2,28,How many motor objects are in this area?,36,2,False
0000001_07999_d_0000012,bad,poor,motor,36,8,2,2,28,How many motor objects are in this area?,36,2,False
0000001_07999_d_0000012,medium,poor,motor,36,8,8,8,28,How many motor objects are in this area?,36,8,False
0000001_07999_d_0000012,medium,poor,motor,36,8,8,8,28,How many motor objects are in this area?,36,8,False
0000001_07999_d_0000012,medium,poor,motor,36,8,8,8,28,How many motor objects are in this area?,36,8,False
0000001_07999_d_0000012,good,poor,motor,36,8,8,8,28,How many motor objects are in this area?,36,8,False
0000001_07999_d_0000012,good,poor,motor,36,8,8,8,28,How many motor objects are in this area?,36,8,False
0000001_07999_d_0000012,good,poor,motor,36,8,8,8,28,How many motor objects are in this area?,36,8,False
0000001_08414_d_0000013,bad,poor,car,20,17,8,17,3,How many car objects are in this area?,20,17,False
0000001_08414_d_0000013,bad,poor,car,20,17,8,17,3,How many car objects are in this area?,20,17,False
0000001_08414_d_0000013,bad,poor,car,20,17,8,17,3,How many car objects are in this area?,20,17,False
0000001_08414_d_0000013,medium,poor,car,20,17,15,15,3,How many car objects are in this area?,20,15,False
0000001_08414_d_0000013,medium,poor,car,20,17,15,15,3,How many car objects are in this area?,20,15,False
0000001_08414_d_0000013,medium,poor,car,20,17,15,15,3,How many car objects are in this area?,20,15,False
0000001_08414_d_0000013,good,poor,car,20,17,17,17,3,How many car objects are in this area?,20,17,False
0000001_08414_d_0000013,good,poor,car,20,17,17,17,3,How many car objects are in this area?,20,17,False
0000001_08414_d_0000013,good,poor,car,20,17,17,17,3,How many car objects are in this area?,20,17,False
0000021_00000_d_0000001,bad,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,bad,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,bad,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,medium,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,medium,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,medium,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,good,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,good,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,good,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000021_00000_d_0000001,bad,poor,pedestrian,9,5,3,12,4,How many pedestrian objects are in this area?,9,12,False
0000021_00000_d_0000001,bad,poor,pedestrian,9,5,3,12,4,How many pedestrian objects are in this area?,9,12,False
0000021_00000_d_0000001,bad,poor,pedestrian,9,5,3,12,4,How many pedestrian objects are in this area?,9,12,False
0000021_00000_d_0000001,medium,poor,pedestrian,9,5,5,7,4,How many pedestrian objects are in this area?,9,7,False
0000021_00000_d_0000001,medium,poor,pedestrian,9,5,5,7,4,How many pedestrian objects are in this area?,9,7,False
0000021_00000_d_0000001,medium,poor,pedestrian,9,5,5,7,4,How many pedestrian objects are in this area?,9,7,False
0000021_00000_d_0000001,good,poor,pedestrian,9,5,5,5,4,How many pedestrian objects are in this area?,9,5,False
0000021_00000_d_0000001,good,poor,pedestrian,9,5,5,5,4,How many pedestrian objects are in this area?,9,5,False
0000021_00000_d_0000001,good,poor,pedestrian,9,5,5,5,4,How many pedestrian objects are in this area?,9,5,False
0000021_00500_d_0000002,bad,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,bad,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,bad,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,medium,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,medium,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,medium,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,good,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,good,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,good,poor,motor,3,0,0,0,3,How many motor objects are in this area?,3,0,False
0000021_00500_d_0000002,bad,poor,pedestrian,7,6,3,12,1,How many pedestrian objects are in this area?,7,12,False
0000021_00500_d_0000002,bad,poor,pedestrian,7,6,3,12,1,How many pedestrian objects are in this area?,7,12,False
0000021_00500_d_0000002,bad,poor,pedestrian,7,6,3,12,1,How many pedestrian objects are in this area?,7,12,False
0000021_00800_d_0000003,medium,poor,pedestrian,3,6,6,8,3,How many pedestrian objects are in this area?,3,8,False
0000021_00800_d_0000003,medium,poor,pedestrian,3,6,6,8,3,How many pedestrian objects are in this area?,3,8,False
0000021_00800_d_0000003,medium,poor,pedestrian,3,6,6,8,3,How many pedestrian objects are in this area?,3,8,False
0000021_00800_d_0000003,good,poor,pedestrian,3,6,6,6,3,How many pedestrian objects are in this area?,3,6,False
0000021_00800_d_0000003,good,poor,pedestrian,3,6,6,6,3,How many pedestrian objects are in this area?,3,6,False
0000021_00800_d_0000003,good,poor,pedestrian,3,6,6,6,3,How many pedestrian objects are in this area?,3,6,False
0000022_00000_d_0000004,bad,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,bad,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,bad,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,medium,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,medium,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,medium,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,good,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,good,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,good,poor,motor,7,0,0,0,7,How many motor objects are in this area?,7,0,False
0000022_00000_d_0000004,bad,poor,pedestrian,23,22,5,20,1,How many pedestrian objects are in this area?,23,20,False
0000022_00000_d_0000004,bad,poor,pedestrian,23,22,5,20,1,How many pedestrian objects are in this area?,23,20,False
0000022_00000_d_0000004,bad,poor,pedestrian,23,22,5,20,1,How many pedestrian objects are in this area?,23,20,False
0000022_00500_d_0000005,bad,poor,motor,6,3,0,0,3,How many motor objects are in this area?,6,0,False
0000022_00500_d_0000005,bad,poor,motor,6,3,0,0,3,How many motor objects are in this area?,6,0,False
0000022_00500_d_0000005,bad,poor,motor,6,3,0,0,3,How many motor objects are in this area?,6,0,False
0000022_00500_d_0000005,medium,poor,motor,6,3,2,2,3,How many motor objects are in this area?,6,2,False
0000022_00500_d_0000005,medium,poor,motor,6,3,2,2,3,How many motor objects are in this area?,6,2,False
0000022_00500_d_0000005,medium,poor,motor,6,3,2,2,3,How many motor objects are in this area?,6,2,False
0000022_00500_d_0000005,good,poor,motor,6,3,3,3,3,How many motor objects are in this area?,6,3,False
0000022_00500_d_0000005,good,poor,motor,6,3,3,3,3,How many motor objects are in this area?,6,3,False
0000022_00500_d_0000005,good,poor,motor,6,3,3,3,3,How many motor objects are in this area?,6,3,False
0000022_00500_d_0000005,bad,poor,pedestrian,17,18,7,28,1,How many pedestrian objects are in this area?,17,28,False
0000022_00500_d_0000005,bad,poor,pedestrian,17,18,7,28,1,How many pedestrian objects are in this area?,17,28,False
0000022_00500_d_0000005,bad,poor,pedestrian,17,18,7,28,1,How many pedestrian objects are in this area?,17,28,False
0000022_00500_d_0000005,medium,poor,pedestrian,17,18,15,20,1,How many pedestrian objects are in this area?,17,20,False
0000022_00500_d_0000005,medium,poor,pedestrian,17,18,15,20,1,How many pedestrian objects are in this area?,17,20,False
0000022_00500_d_0000005,medium,poor,pedestrian,17,18,15,20,1,How many pedestrian objects are in this area?,17,20,False
0000022_01036_d_0000006,bad,poor,motor,2,1,0,0,1,How many motor objects are in this area?,2,0,False
0000022_01036_d_0000006,bad,poor,motor,2,1,0,0,1,How many motor objects are in this area?,2,0,False
0000022_01036_d_0000006,bad,poor,motor,2,1,0,0,1,How many motor objects are in this area?,2,0,False
0000022_01036_d_0000006,bad,poor,pedestrian,8,9,3,12,1,How many pedestrian objects are in this area?,8,12,False
0000022_01036_d_0000006,bad,poor,pedestrian,8,9,3,12,1,How many pedestrian objects are in this area?,8,12,False
0000022_01036_d_0000006,bad,poor,pedestrian,8,9,3,12,1,How many pedestrian objects are in this area?,8,12,False
0000022_01036_d_0000006,medium,poor,pedestrian,8,9,9,12,1,How many pedestrian objects are in this area?,8,12,False
0000022_01036_d_0000006,medium,poor,pedestrian,8,9,9,12,1,How many pedestrian objects are in this area?,8,12,False
0000022_01036_d_0000006,medium,poor,pedestrian,8,9,9,12,1,How many pedestrian objects are in this area?,8,12,False
0000022_01251_d_0000007,bad,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,bad,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,bad,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,medium,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,medium,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,medium,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,good,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,good,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,good,medium,motor,2,0,0,0,2,How many motor objects are in this area?,2,0,False
0000022_01251_d_0000007,bad,medium,pedestrian,3,4,1,1,1,How many pedestrian objects are in this area?,3,1,False
0000022_01251_d_0000007,bad,medium,pedestrian,3,4,1,1,1,How many pedestrian objects are in this area?,3,1,False
0000022_01251_d_0000007,bad,medium,pedestrian,3,4,1,1,1,How many pedestrian objects are in this area?,3,1,False
0000022_01251_d_0000007,medium,medium,pedestrian,3,4,4,5,1,How many pedestrian objects are in this area?,3,5,False
0000022_01251_d_0000007,medium,medium,pedestrian,3,4,4,5,1,How many pedestrian objects are in this area?,3,5,False
0000022_01251_d_0000007,medium,medium,pedestrian,3,4,4,5,1,How many pedestrian objects are in this area?,3,5,False
0000023_00000_d_0000008,bad,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,bad,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,bad,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,medium,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,medium,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,medium,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,good,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,good,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00000_d_0000008,good,poor,awning-tricycle,2,0,0,0,2,How many awning-tricycle objects are in this area?,2,0,False
0000023_00300_d_0000009,bad,poor,motor,7,1,0,0,6,How many motor objects are in this area?,7,0,False
0000023_00300_d_0000009,bad,poor,motor,7,1,0,0,6,How many motor objects are in this area?,7,0,False
0000023_00300_d_0000009,bad,poor,motor,7,1,0,0,6,How many motor objects are in this area?,7,0,False
0000023_00300_d_0000009,medium,poor,motor,7,1,1,1,6,How many motor objects are in this area?,7,1,False
0000023_00300_d_0000009,medium,poor,motor,7,1,1,1,6,How many motor objects are in this area?,7,1,False
0000023_00300_d_0000009,medium,poor,motor,7,1,1,1,6,How many motor objects are in this area?,7,1,False
0000023_00300_d_0000009,good,poor,motor,7,1,1,1,6,How many motor objects are in this area?,7,1,False
0000023_00300_d_0000009,good,poor,motor,7,1,1,1,6,How many motor objects are in this area?,7,1,False
0000023_00300_d_0000009,good,poor,motor,7,1,1,1,6,How many motor objects are in this area?,7,1,False
0000023_00868_d_0000010,bad,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,bad,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,bad,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,medium,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,medium,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,medium,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,good,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,good,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,good,poor,motor,3,1,1,1,2,How many motor objects are in this area?,3,1,False
0000023_00868_d_0000010,bad,poor,pedestrian,10,6,1,1,4,How many pedestrian objects are in this area?,10,1,False
0000023_00868_d_0000010,bad,poor,pedestrian,10,6,1,1,4,How many pedestrian objects are in this area?,10,1,False
0000023_00868_d_0000010,bad,poor,pedestrian,10,6,1,1,4,How many pedestrian objects are in this area?,10,1,False
0000023_00868_d_0000010,medium,poor,pedestrian,10,6,5,7,4,How many pedestrian objects are in this area?,10,7,False
0000023_00868_d_0000010,medium,poor,pedestrian,10,6,5,7,4,How many pedestrian objects are in this area?,10,7,False
0000023_00868_d_0000010,medium,poor,pedestrian,10,6,5,7,4,How many pedestrian objects are in this area?,10,7,False
0000023_00868_d_0000010,good,poor,pedestrian,10,6,6,6,4,How many pedestrian objects are in this area?,10,6,False
0000023_00868_d_0000010,good,poor,pedestrian,10,6,6,6,4,How many pedestrian objects are in this area?,10,6,False
0000023_00868_d_0000010,good,poor,pedestrian,10,6,6,6,4,How many pedestrian objects are in this area?,10,6,False
0000023_01233_d_0000011,bad,medium,motor,2,1,0,0,1,How many motor objects are in this area?,2,0,False
0000023_01233_d_0000011,bad,medium,motor,2,1,0,0,1,How many motor objects are in this area?,2,0,False
0000023_01233_d_0000011,bad,medium,motor,2,1,0,0,1,How many motor objects are in this area?,2,0,False
0000023_01233_d_0000011,bad,medium,pedestrian,5,4,3,12,1,How many pedestrian objects are in this area?,5,12,False
0000023_01233_d_0000011,bad,medium,pedestrian,5,4,3,12,1,How many pedestrian objects are in this area?,5,12,False
0000023_01233_d_0000011,bad,medium,pedestrian,5,4,3,12,1,How many pedestrian objects are in this area?,5,12,False
0000024_00000_d_0000012,bad,poor,motor,4,2,0,0,2,How many motor objects are in this area?,4,0,False
0000024_00000_d_0000012,bad,poor,motor,4,2,0,0,2,How many motor objects are in this area?,4,0,False
0000024_00000_d_0000012,bad,poor,motor,4,2,0,0,2,How many motor objects are in this area?,4,0,False
0000024_00000_d_0000012,medium,poor,motor,4,2,2,2,2,How many motor objects are in this area?,4,2,False
0000024_00000_d_0000012,medium,poor,motor,4,2,2,2,2,How many motor objects are in this area?,4,2,False
0000024_00000_d_0000012,medium,poor,motor,4,2,2,2,2,How many motor objects are in this area?,4,2,False
0000024_00000_d_0000012,good,poor,motor,4,2,2,2,2,How many motor objects are in this area?,4,2,False
0000024_00000_d_0000012,good,poor,motor,4,2,2,2,2,How many motor objects are in this area?,4,2,False
0000024_00000_d_0000012,good,poor,motor,4,2,2,2,2,How many motor objects are in this area?,4,2,False
0000024_00000_d_0000012,bad,poor,pedestrian,13,9,2,2,4,How many pedestrian objects are in this area?,13,2,False
